,updated_time,message,story,id,community,group_id,author_name,author_id,message_len,group_name
511,2020-12-10T15:12:30+0000,"Если бы меня спросили, что мне больше всего нравится в работе в Бюро по разработке пищевых ароматизаторов, я, не раздумывая, ответила бы: «Люди и наша команда». Поэтому сегодня расскажу про одного из участников нашей команды, а именно про Демьянова Александра.

Александр, на самом деле, первым появился в Бюро ароматизаторов, еще до появления самого бюро)) проводил эксперименты по расшифровке коммерческого ароматизатора, он же организовал для меня первую экскурсию по Лиману и является моим наставником по ассимиляции, за что ему отдельное спасибо.

Александр – экспериментатор и часто предлагает какие-то новые опыты, на него можно положиться и с ним легко договориться, но не всегда))) На данный момент Саша занимается подборкой компонентов и проведением серии опытов для дальнейшего производства реакционных ароматизаторов, борется с сухостью в котлете и защищается от аромата фурфурил меркаптана (на фото Александр в роли космонавта)

У Александра просто потрясающее чувство юмора, а еще он 9 лет занимался классической борьбой, любит научную фантастику и готовит вкусные бризоли.

И блиц-опрос:

1. Рыба или мясо?

Мясо, рыбу не люблю.

2. Зима или лето?

Зима.

3. Самое запоминающееся событие в жизни?

Свадьба.

4. С чем у тебя ассоциируется аромат приготовленного мяса?

С рестораном.

5. Кем ты восхищаешься?

Стивен Хокинг.",,1026120327730312_1352242485118093,0,1026120327730312,Белобородова Юлия,100054820899394,1337,Концепции и цели инновационной деятельности
512,2020-12-08T21:11:19+0000,"Добрый вечер, уважаемые коллеги! Попытайтесь ответить на вопрос, от чего зависит получение качественного продукта? Сделать это не так просто, как кажется, но многие согласятся с фактом, что основой отличного продукта является качественное сырье. Всем известно, что одно из  направлений исследований осуществляемых в Инновационном центре  - перспектива использования ""сладких белков"", а именно тауматина, браззеина и монелина,   в качестве альтернативы сахару . На данный момент планируется планируется использование коммерческих продуктов представленных на рынке. 
В предыдущих публикациях я писала  о необходимости подтверждения/опровержения  качества закупаемых коммерческих образцов. 
На сегодняшний день произведены работы по исследованию качества образцов тауматина . Анализы качества  белка,  приобретенного у шести различных производителей, показали, что только один из них соответствует характеристикам заявленным на упаковке. А самое забавное, в некоторых образцах белок присутствовал в минимальном количестве, а не заявленных 99%!",,1026120327730312_1350830748592600,0,1026120327730312,Валентина Попова,100056955963169,1040,Концепции и цели инновационной деятельности
513,2020-12-03T15:39:32+0000,"Любимый запах мужчин – аромат свежего завтрака; любимый аромат женщин – запах новорожденного ребенка.

Сегодняшний пост носит, скорее, развлекательный характер и попытается вовлечь вас в мир запахов и их восприятия.

Каждый человек в мире обладает своим собственным, только его, обонянием, потому что у каждого есть свои зоны нечувствительности, куда входят запахи, которые мы не можем распознавать.

Наш нос имеет 10 миллионов обонятельных рецепторов, которые способны различить 10 триллионов различных ароматов.

Каждые 28 дней обновляются клетки обонятельных рецепторов, поэтому раз в месяц мы получаем как бы новый нос, но, к сожалению, с годами острота восприятия снижается.

Все запахи мира можно разделить всего лишь на 7 групп: мускусный, гнилостный, острый, камфорный, эфирный, цветочный и мятный. Легкий вопрос для проверки знаний: к каким группам вы отнесете запах груши?

Люди, не имеющие обоняния, более склонны к депрессиям, чем те, кто не лишен его (очень злободневно))) Отсюда вытекает следующий факт, что приятные для нас запахи делают нас счастливее и оказывают приятное воздействие на мозг, поэтому можно всегда носить с собой флакончик любимого эфирного масла и поднять себе настроение в случае необходимости.

Еще один полезный факт и лайфхак: японские ученые считают, что запах лимона на 54 % снижает количество ошибок при работе за компьютером.

Парфюмеры не являются обладателями более «качественных» носов, они просто научились искусству восприятия ароматов и их классификации. Никакого фокуса, просто за много-много лет они натренировали свою нанюханность.

И, напоследок, наш нос может перенасыщаться, когда мы слушаем много ароматов подряд, чтобы дать ему передышку, можно просто понюхать свою кожу на руке, если на нее, конечно, не нанесен еще один аромат)))))) Мы, кстати, постоянно пользуемся этим приемом при работе с ароматическими компонентами.",,1026120327730312_1346648595677482,0,1026120327730312,Белобородова Юлия,100054820899394,1878,Концепции и цели инновационной деятельности
514,2020-12-07T19:15:18+0000,"Всем доброго вечера!  

Зачем проверять закупленные субстраты и реактивы,  процент чистоты которых, и основные характеристики указаны производителем?  Неужели информации в паспорте и цифры 99,9% на упаковке, а также ""знака качества"" не достаточно?  Все так, достаточно, при проведении анализов, на которые точность в этих данных не влияет существенно. Но иногда необходимо исключить влияние примесей,  которые могут попасть вместе с некачественными реактивами,  при проведении высокочувствительных анализов. В случае углеводов, белков и других веществ,  которые будут использованы в качестве пищевых добавок или ингредиентов, соответствие товара заявленным характеристикам, играет ведущую  роль. Часто производители безответственно относятся к выпускаемой продукции и фальсифицируют данные,  будь то хоть смесь веществ, хоть чистые субстанции. Поэтому, при закупке большой партии товара, необходимо выяснить наиболее благонадежного поставщика. На сегодняшний день, в НИЛ осуществлен анализ качества закупленной тагатозы. К моему удивлению, все поставщики оказались ответственными,чего нельзя сказать о производителях аллюлозы и сладких белков.",,1026120327730312_1345126432496365,0,1026120327730312,Валентина Попова,100056955963169,1143,Концепции и цели инновационной деятельности
515,2020-11-27T18:22:00+0000,"На сегодняшний день в ГК ЭФКО построено свое биотехнологическое производство, первым произведенным в промышленных масштабах ферментом которого стала Фосфолипаза А2.🧬🧪

Совсем недавно произошло радостное событие, наша Фосфолипаза А2 прошла процедуру государственной регистрации! 🥳

Ранее, такого плана ферменты в России никто даже не пытался зарегистрировать! Это привело к определенным сложностям при регистрации - часть процедур по подтверждению свойств фермента приходилось разрабатывать самим и даже обучать им регистрационные органы!🤯 В итоге, процесс регистрации занял более двух лет. Сегодня Ферментный завод может поставлять готовый фермент как на предприятия ГК ЭФКО, так и для сторонних потребителей!💪

Как известно, майонезы представляют собой сложную жиро-водную эмульсию, в которой равномерно распределены все компоненты. Для получения устойчивых эмульсий, необходимо вводить третий компонент – эмульгатор. Естественным эмульгатором является яичный желток, который после ферментации Фосфолипазой А2 улучшает свои эмульгирующие свойства.

Основные отличительные свойства ферментированного Фосфолипазой А2 желтка заключаются в способности образовывать «прочные мембраны», окружающие и защищающие капли масла на поверхности раздела фаз эмульсии. Создание таких мембран позволяет эмульсии находиться в стабильном состоянии даже при высоких температурах. Это дает возможность вести производственный процесс в широком температурном диапазоне, не опасаясь нарушения образования эмульсии, позволяет проводить стерилизацию готового майонеза при высоких температурах, существенно снижать дозировки желтка, не меняя традиционную органолептику майонеза. На выходе мы получаем СУПЕР-продукт сверхдолгого хранения майонез СЛОБОДА! 🔥",,1026120327730312_1341748699500805,0,1026120327730312,Илья Перов,100053300585138,1730,Концепции и цели инновационной деятельности
516,2020-12-01T11:37:50+0000,"- А давайте напишем про курьезные случаи в нашем бюро? Какие вы помните? - предложила я Саше и Серафиму.

- Напиши про меркаптан! – ответили ребята.

История началась с того, что мы заказали это вещество и долго-долго его ждали. Решили провести расследование, где же оно затерялось. Оказалось, что нашу посылку **трижды** перепродавали другим транспортным компаниям, и когда мы все-таки нашли курьера, на наш звонок он ответил: «Слава Богу, вы позвонили!»

Дело в том, что фурфурил меркаптан – вещество с оооочень интенсивным ароматом, описывают его по-разному: жареное мясо, жареные семечки, затхлый, протухшая капуста, по моему мнению, это жареное мясо, ничего отвратительного))

И вот в один прекрасный вечер наша посылка приехала на пост охраны… Саша в противогазе и костюме химзащиты, обгоняя уходящих с работы сотрудников, побежал его забирать. Для того, чтобы пробраться к бутылке потребовалось преодолеть одну огромную коробку, один плотный мешок, 5 целлофановых пакетов, тонны пищевой пленки, 7 пакетов Л'этуаль (за что им отдельное спасибо), десяток пакетов типа zip-lock и все это без ножа (спасибо Серафиму за любезно предоставленные ключи от квартиры). Бутылка была бережно поставлена в эксикатор и засыпана тремя литрами кошачьего наполнителя.

Но все это было не зря, потому что всего 7 миллиграмм этого вещества придали нашему ароматизатору стойкий аромат жареной говядины. Сие чудо хранится в нашем бюро под чутким контролем сотрудников бюро по разработке пищевых ароматизаторов.",,1026120327730312_1340886789586996,0,1026120327730312,Белобородова Юлия,100054820899394,1496,Концепции и цели инновационной деятельности
517,2020-11-24T21:02:19+0000,"Всем доброго вечера и отличного настроения!
Неделя пролетела незаметно. За это время жизнь НИЛ не переставая кипит. Вообще научно-исследовательская лаборатория - это удивительная, многозадачная и многогранная единица. У нас проводятся не только анализ качественного и количественного состава по известным методам, но и обучение персонала, взаимодействие с другими лабораториями, а также НИЛ важное структурное звено во многих проектах, осуществляемых в ИЦ ""Бирюч"", которое отвечает за оценку успешности манипуляций на каждой стадии выполнения. 

За прошедший период, с момента моей публикации, принято несколько допусков по работе на оборудовании и ведется анализ качества коммерческих образцов сладких углеводов. С чего стоит начать анализ качественного состава (выявление какие конкретно вещества находятся в пробе, объекте)? Ответ очевиден. С постановки метода на стандартном образце, не содержащем никаких других веществ, кроме исследуемого. 
Мы взяли стандарт углевода (тагатозы) и посмотрели как и в каких условиях его можно идентифицировать, используя сложное аналитическое оборудование. Теперь предстоит работа по анализу образцов и их очистке.",,1026120327730312_1339418499733825,0,1026120327730312,Валентина Попова,100056955963169,1152,Концепции и цели инновационной деятельности
518,2020-11-19T15:35:21+0000,"Вкус... это совокупность сигналов от рецепторов на языке и ортоназального обоняния, которые объединяясь в мозге, становятся богатым и во многом личным переживанием. На данный момент времени ученые выделяют только пять вкусов: сладкий, кислый, горький, соленый и умами. Последний из них появился относительно недавно, только в 1908 году токийский химик Кикунаэ Икеда выделил его и описал. Он обратил внимание, что  пища, сдобренная водорослями комбу имеет вкус, отличающийся от известных четырёх вкусов, и назвал его умами, что можно перевести как приятный вкус.

Химик выяснил, что за этот вкус отвечает аминокислота, содержащаяся в водорослях – глутаминовая кислота, а соли данной кислоты называются уже привычным нам словом – глутаматы. 

Не стоит пугаться слова «глутаматы», потому что многие привычные нам продукты содержат его изначально: помидоры, мясо, рыба, сыр пармезан, зелёный горошек, соевый соус, подсолнечные семечки, молоко, в том числе и грудное, а предельно допустимая концентрация у глутамата натрия (так часто используемого в качестве усилителя вкуса) выше в 4 раза по сравнению с обычной солью. 

Умами имеет мягкий «белковый», мясной, приятный вкус, вызывает чувство наполненности во рту и обильное слюноотделение. Кстати, глутамат натрия не сделает вкуснее абсолютно любое блюдо, он работает только в тех продуктах, где уже содержится мясной или/и растительный белок, по сути просто продлевая и увеличивая то, что и так уже есть в продукте.

И еще один интересный факт - получать глутамат натрия химическим синтезом дорого и довольно сложно, поэтому самым приемлемым методом получения является ферментация. Таким образом, по классификации технического регламента глутамат натрия - вещество натуральное.",,1026120327730312_1335169563492052,0,1026120327730312,Белобородова Юлия,100054820899394,1724,Концепции и цели инновационной деятельности
519,2020-11-17T19:32:14+0000,"Всем добрый вечер, коллеги!
На сегодняшний день я более месяца являюсь начальником научно-исследовательской лаборатории, основная цель которой заключается в осуществлении аналитического контроля сырья, полупродуктов и продуктов, полученных от подразделений ООО «ИЦ «Бирюч-НТ» и других предприятий ГК«ЭФКО».  Однако, несмотря на имеющееся представление о работе подразделения, далеко не все знают, чем живет лаборатория, какие задачи решает сотрудник при постановке методик и каким образом преодолевает сложности. Поэтому в своих публикациях я буду делиться с вами жизнью НИЛ, интересными исследованиями.
Одна из первых задач, которая поставлена мне в качестве руководителя — разработка метода очистки коммерческих образцов углеводов тагатозы и аллюлозы, используемых как альтернатива сахару. Вред сахара на организм человека научно доказанный факт, как и последствия к которым приводит его чрезмерное употребление. Для статистики, в 18 веке количество употребляемого сахара на человека составляло около 2 кг в год, а на начало 21 века достигает в среднем 70 кг! Такое содержание сахара в рационе способствует повышению риска возникновения диабета, гормональных нарушений, сердечно-сосудистых заболеваний, некоторых онкологических заболеваний, болезней печени, аутоиммунных заболеваний. Однако престать пить сладкий чай, отказаться от употребления пирожных, мороженого и так далее в одночасье практически невозможно. Чтобы облегчить себе эту задачу, сахар можно заменить. В этом случае главной проблемой является выбор сахарозаменителя, который бы придавал необходимые вкусовые качества еде и при этом не оказывал негативного влияния. Такими свойствами обладают подсластители из разряда натуральных и самых «безопасных» — аллюлоза, или псикоза и тагатоза. Однако, прежде чем использовать коммерческие образцы углеводов необходимо осуществить контроль качества и при необходимости стадию очистки, чем на данный момент мы и занимаемся. Буду вас знакомить с результатами проделанной работы.",,1026120327730312_1333497076992634,0,1026120327730312,Валентина Попова,100056955963169,1986,Концепции и цели инновационной деятельности
520,2020-11-13T21:14:10+0000,"Добрый вечер, коллеги!

Как вы думаете, зачем в среду для эмбрионов мы стали добавлять антифриз?

Немного предыстории…
Только недавно узнали о первых удачных подсадках эмбрионов, и вот сегодня у нас их уже 30!
30 беременных коров, Карл!

Теперь только вперёд. Получать больше и больше эмбрионов, чтобы сформировать целый банк эмбрионов. Но они не прекращают рост, значит их надо в этом росте притормозить, но при этом сохранить жизнеспособность. Задача не из легких, под названием криоконсервация.

Криоконсервации эмбрионов происходит под воздействием очень низких температур. Для этого используется жидкий азот, который достигает -196° C. При такой температуре прекращается любая биологическая активность, но при этом они сохраняют свою физиологию. Однако, в ходе замораживания могут формироваться кристаллы льда, которые ведут к повреждению клетки. Чтобы предотвратить это и сохранить клетки эмбриона на неопределенный срок, используются криопротекторы — это вещества, которые действуют таким же образом, как и антифриз. 

Как вы поняли никакого антифриза мы не добавляем =) В среду для эмбрионов мы добавляем криопротекторы для заморозки такие как этиленгликоль и диметилсульфоксид (ДМСО). При этом необходимо обеспечить плавное погружение эмбриона в криопротекторы, поэтому мы готовим ему сразу несколько сред, где последовательно ""купаем"" эмбрион, из одной среды в другую, увеличивая концентрацию криопротекторов. Далее помещаем его на пластиковую подложку под названием криотоп и резко в жидкий азот! Сверху защитный чехол в виде трубочки с маркировкой и отправляем на хранение в криохранилище.
На рисунке изображена схема перемещения эмбриона в средах при криоконсервации.

В азоте эмбрион может лежать оооочень долго. Ну а когда придет его час подсадки корове-реципиенту, мы его размораживаем в обратном порядке, медленно заменяя криопротекторы на чистую культуральную среду.
Данную технологию мы только начали отрабатывать, и удалось  заморозить 44 эмбриона. В скором времени нам предстоит их разморозка и подсадка реципиентам. Ну а как будут новости, обязательно поделимся!",,1026120327730312_1329894230686252,0,1026120327730312,Наталья Перова,100044852991887,2084,Концепции и цели инновационной деятельности
521,2020-11-12T14:28:41+0000,"Что может быть более привлекательным, чем аромат свежезаваренного кофе, испеченного хлеба или жареного мяса? Золотистая поджаристая корочка багета... даже слышу ее хруст...
Так вот все эти незабываемые ароматы - результаты реакции Майара.
Навряд ли мы узнаем, как человек додумался сунуть пищу в огонь, а потом съесть ее, но жареный кусочек мяса по вкусу точно превзошел сырой даже без соли и кетчупа. Почему же жареная еда такая вкусная и привлекательная на вид?
Около 400 веществ придают вкус и запах, например, жареной говядине! А изначально это белки, жиры, вода и немного сахаров, которые под действием температуры реагируют друг с другом, образуя новые соединения, которые и придают тот самый вкус и аромат. Это волшебное превращение можно организовать дома на кухне, а мы провели это в нашей лаборатории, только без использования сковородки и мяса.
На этой неделе было проведено несколько опытов по получению реакционных ароматизаторов. Используя различные сочетания аминокислот и сахаров, мы получили разные вкусы: курицы, говядины и горелой говядины ))))) Мы надеемся на повторение успешных вариантов, т.к. добиться стабильности здесь самое сложное))",,1026120327730312_1328732347469107,0,1026120327730312,Белобородова Юлия,100054820899394,1159,Концепции и цели инновационной деятельности
522,2020-11-13T21:21:46+0000,"Добрый вечер, коллеги!

А что, если не лечить лейкоз у животных?

Да-да, не лечить, а создать животных, которые не болеют лейкозом. Именно так, наверняка, подумали ученые Кузбасской государственной сельскохозяйственной академии, и ещё в 2018 году приступили к работам над проектом разработки технологии геномного редактирования для воспроизводства высокоценного племенного крупного рогатого скота молочного направления, устойчивого к вирусу лейкоза.

Для проведения эксперимента в фермерском хозяйстве ""Михайловское"" ученые отобрали здоровых коров черно-пестрой породы массой до 500 кг. Им трансплантировали модифицированные эмбрионы, устойчивые к вирусу лейкоза. Уже в середине сентября 2020 года родились 19 телят с отредактированным геномом. В месячном возрасте была проведена оценка, которая показала, что телята отличаются от своих сверстников только устойчивостью к вирусу. Пять особей отобрали для дальнейшей селекционной работы. Это позволит закрепить наследственные признаки устойчивости к вирусу лейкоза у последующих поколений.

Разработка не имеет аналогов в мире: успешный результат работы позволит получить устойчивое к вирусу лейкоза племенное поголовье высокопродуктивных животных, а в дальнейшем можно будет редактировать гены КРС и от других болезней.",Наталья Перова uploaded a file in the group: Концепции и цели инновационной деятельности.,1026120327730312_1323308514678157,0,1026120327730312,Наталья Перова,100044852991887,1269,Концепции и цели инновационной деятельности
523,2020-11-05T14:04:14+0000,"Замечали ли вы, что жизнь наполнена удивительными случайностями?
Например, с утра, выбирая сумку вы берете ту, в которой случайно оказывается зонтик, спасающий вас от грозы, когда вы возвращаетесь домой, или, опоздав на автобус, потом узнаете, что он в пути сломался, или, опять же случайно свернув не в ту сторону, знакомитесь с невероятным человеком. Это происходит с нами постоянно, надо только научиться замечать такие знаки.
Вот случаи из истории, когда люди нашли применение произошедшего с ними чуда:
В 1853 году Джордж Крам, шеф-повар Нью-Йоркского ресторана, случайно изобрел картофельные чипсы, когда надоедливый посетитель несколько раз возвращал на кухню свою картошку фри потому, что она была сырой. Желая проучить клиента, Крам нарезал картофель очень тонко, поджарил до хрустящей корочки и утопил в соли. Неожиданно, но клиенту понравилось то, что стало впоследствии картофельными чипсами.
_____
Однажды Эдвард Бенедиктус, французский химик, случайно опрокинул колбу со стола, но она не разбилась, а только треснула. Оказалолсь, до этого в колбе хранился раствор коллоида, раствор испарился, но стенки сосуда были покрыты его тонким слоем.
_____
Кардиостимулятор, кукурузные хлопья, липучка для одежды были изобретены, благодаря счастливой случайности и широкого видения изобретателя.
Не претендуем на великие открытия пока, но в нашей работе тоже часто происходят такие моменты, которые меняют рецептуру в корне. Вчера пересыпая вновь поступившее сырье в контейнеры, мы услышали аромат вещества, которого нам просто катастрофически не хватало в составе ароматизатора и, вуаля, появилось стойкое мясное послевкусие. Разве это не чудеса? 😉",,1026120327730312_1322177908124551,0,1026120327730312,Белобородова Юлия,100054820899394,1653,Концепции и цели инновационной деятельности
524,2020-10-29T13:40:42+0000,"Для разработчика ароматизаторов очень важно уметь сформулировать описание вкуса, а чтобы иметь возможность сформулировать, надо обладать неплохим словарным запасом и чувственным опытом. Для накопления опыта рекомендую пробовать как можно больше разных блюд и экспериментировать на кухне с продуктами и специями. Ну а для обогащения словарного запаса предлагаю список художественной литературы с невероятно аппетитными описаниями блюд:
1. Джоанн Харрис Шоколад
1. Джоанн Харрис Леденцовые туфельки
1. Джоанн Харрис Персики для месье кюре

Моя любимица, вы только откроете ее книги и уже почувствуете терпкий и густой аромат шоколада, так прекрасно согревающий холодной осенью.

  4. Элизабет Гилберт Есть, молиться, любить

  5. Эрнест Хемингуэй Праздник, который всегда с тобой

  6. Фэнни Флэгг Рождество и красный кардинал

Вдохновляйтесь, творите и делитесь своими любимыми вкусными книгами)))",,1026120327730312_1315598618782480,0,1026120327730312,Белобородова Юлия,100054820899394,896,Концепции и цели инновационной деятельности
525,2020-10-23T20:37:33+0000,"Добрый вечер, коллеги!

Оказывается, наши большие теплые молочные друзья 🐮 полезны не только тем, что дают нам молоко, но и помогают сохранять здоровой психику человека!

Каким образом? А вот, оказывается все просто.
В Нидерландах родилась такая практика – обнимать корову. Обнимание коров (по-нидерландски ""koe knuffelen"") - это больше, чем модный тренд в велнесе, данная практика использует естественные оздоровительные свойства близкого и дружеского контакта человека и животного.

Вам до сих пор непонятно? Вспомните свои ощущения, когда вы гладите кошку, свернувшуюся у вас на коленях. Или обнимаете своего пса, вставшего на задние лапы, чтобы показать, как он вас любит.
Физический контакт с живым существом, от которого не ждешь ничего плохого, к которому можно уютно прижаться - вот суть того, что происходит во время обнимания с коровами.
Да, они гораздо больше, чем кошка или собака, но в том-то и суть. Чем больше друг, тем больше от него исходит тепла. У коров температура тела немного выше, чем у людей, сердце бьется медленнее. И, безусловно, есть что обнять. В комплексе это действует целебно для нашей психики и невероятно успокаивающе.

Но так как человек стремится сохранить не только здоровье своей психики, но и здоровье животных, за последний год люди додумались не только обнимать коров, но и лечить их бесплодие у более чем 80% сельскохозяйственных животных.

Ученые Донского государственного аграрного университета разработали новое комплексное лекарственное средство, предназначенное для лечения крупного рогатого скота при послеродовой патологии.
Средство имеет сложный фармацевтический состав в виде лекарственной формы, содержащей активное действующее вещество йотоин, вспомогательные вещества (ретинол, дексаметазон, прополис) и основу (вазелиновое масло). Попадая при внутриматочном введении в пораженную полость, препарат полностью всасывается и воздействует на пораженные ткани и органы. Исследование показало, что улучшение общего и местного состояния животного наступает, как правило, на 5 день с момента начала применения препарата, общий терапевтический курс составляет 10 дней. В некоторых экспериментальных группах животных отмечена 100-процентная терапевтическая эффективность нового препарата.

Надеемся, что данное средство будет действительно приносить только пользу и станет широко применимым в животноводстве. Данная разработка повысит не только здоровье сельскохозяйственных животных, но и эффективность всей отрасли в целом.",,1026120327730312_1310279542647721,0,1026120327730312,Наталья Перова,100044852991887,2470,Концепции и цели инновационной деятельности
